Sentence,Label
"While I am not a spokesperson for my employer, by myassessment their interests are aligned with mine -- they sponsor my work, andas a consumer of the products that I contribute to, it would be bad for themif their investment were to be harmed.",0
Change the summary to match the real issue.,0
"Well, operators use the CachingScheduler for performance reasons, like I said. If we say ""now the scheduler is calling the placement API"", then they would wonder if that's all true or not and they could be scared.That said, looks like a nit and I really don't want to block on that.",-1
WOW....you are right...I'm deeply sorry to bother you guys (and I'm also a bit embarrassed).,-1
Bad memory.,-1
only HC will be initialized.,0
"Hi Dushshantha,Please find the attached file AXIS2C-1193-manual.patch.",0
"Thanks Andrew, committed in rev.",1
"This is more obvious in this file than the other. You should be escaping the periods in your regular expressions. I know that it will match the period in the URL anyway, but we want it to *only* match the period.Also, you should use specific matches for scid, height and width, rather than the period (match anything). Assuming that you're just matching numbers, '[0-9]+', or tentatively '\d+' would be better here.One more thing, if these sites provide copy-and-paste embed tags, these matches will need to be able to deal with those too - currently they look like they will just modify the URL in-place, and this is definitely not what we want.",-1
has an excellent in depth article on setting up an Apache web server on a linux box. Check out the article at the following link:,1
warn: ll_setattr_raw():we tested 'rc' before and it was 'false',0
"Sigh, I don't like this overall if can't reuse everywhere.",-1
nit: use strdup() instead. strcpy() always make security-conscious developers freak :-),-1
or a working iPhone example. With so many classes it's a pain to figure out what calls what,-1
This sucks badly.,-1
"I think they are trying to match with the access control section data, which uses local because it used to also have the inherited rules from parent projects, and the local rules were in their own collection so the UI could tell them apart.",0
"Keep repeating this and the problem just gets worse.",-1
"yeah, i had the same issue",0
"I think there is some test missing here: test the comments, the drafts, getOn behalf_on, hashcode, equals, tostring, ...",0
This method now only sends email; I would change the name to reflect this fact.,0
This patch takes care of the nocommits in the previous patch.,0
"My suggestion is to keep track of whether or not you're showing an error at that choke point. If you have lots of places that are doing it, you'd need to synchronize them somehow, e.g. delegate to a singleton object that is responsible for displaying the UI, or use a mutex or something.",0
EventListeners and CacheLoaders are documented.,0
"Also, based on what I can see from Stas' blog entry on the subject, the unit is milliseconds, not seconds.",0
"Yes, there are, I'm afraid",-1
"I have just finish that site, but there is a silly bug that remain... if you check tu horizontal position of the WHOLE page there is a slight shift... nothing to cry about but WHY here is the 2 pages any idea, the horizontal css is: i dont like my page to do the cha-cha-cha !",-1
For you guys who can't find the 'Documents and Settings' (whatever reason there may be) here is another path where the trusted.certs can be found: Hope this helps!,1
"How many sockets on this board? It's really best to stop using this setting, as it makes no sense. Coreboot will adapt if only one CPU is loaded. But why limit a given build for a board to one CPU? Any reason?",0
I have no idea what this is and why it is there so I'm scared.,-1
"Can anyone help me add children to a plist? I think I want to record an index of rows from the plist and then state which index row to write the key too. I'm not sure how to say if the key will be a string, dictionary or array. The following is code from another question on adding a key to root. Any help would be extremely appreciated :)",1
"Arrrghhh, how I hate those people who downvote answers without leaving a comment as for why the downvote...",-1
"Make sure that the file has svn:keywords ""Rev Id"" and then put $Rev$ somewhere in there. See .",0
It was confusing for me too.,0
"I did a fix, I don't really know if it's the best one, I would really appreciate your feedback.",1
and you should get the following test results.,0
